name,price,kilometers_driven,fuel_type,transmission_type,location,car_type,model,mileage
"2023 Volkswagen Virtus Topline",1251000,33000,Petrol,Manual,Ahmedabad,Sedan,2023,12
"2015 Tata Indigo LS TDI BSIII",165000,110000,Diesel,Manual,Ahmedabad,Sedan,2015,8
"2017 Hyundai Verna CRDi 1.6 SX Option",675000,68200,Diesel,Manual,Ahmedabad,Sedan,2017,21
"2013 Honda City V MT",365000,74000,Petrol,Manual,Ahmedabad,Sedan,2013,27
"2011 Honda City V MT",300000,59000,Petrol,Manual,Ahmedabad,Sedan,2011,14
"2016 Audi A3 35 TDI Attraction",799000,73700,Diesel,Automatic,Ahmedabad,Sedan,2016,7
"2016 Tata Indigo LX BSIV",105000,120000,Diesel,Manual,Ahmedabad,Sedan,2016,12
"2023 Maruti Swift Dzire Tour S CNG",725000,57800,CNG,Manual,Ahmedabad,Sedan,2023,7
"2010 Tata Manza Aura Safire",175000,54000,Petrol,Manual,Ahmedabad,Sedan,2010,19
"2011 Toyota Corolla Altis 1.8 J",265000,98000,Petrol,Manual,Ahmedabad,Sedan,2011,19
"2019 Hyundai Verna CRDi 1.6 AT SX Option",925000,62500,Diesel,Automatic,Ahmedabad,Sedan,2019,28
"2022 Tata Tigor XZ Plus CNG BSVI",660000,39086,CNG,Manual,Ahmedabad,Sedan,2022,27
"2013 Volkswagen Vento Petrol Highline",300000,76000,Petrol,Manual,Ahmedabad,Sedan,2013,22
"2017 Honda Amaze 2nd Gen VX",500000,75203,Petrol,Manual,Ahmedabad,Sedan,2017,21
"2019 Honda Amaze VX i DTEC",662000,35373,Diesel,Manual,Ahmedabad,Sedan,2019,9
"2014 Honda Amaze VX i-VTEC",434999,36778,Petrol,Manual,Ahmedabad,Sedan,2014,26
"2018 Honda Amaze S i-VTEC",429000,47468,Petrol,Manual,Ahmedabad,Sedan,2018,21
"2022 Skoda Slavia 1.5 TSI Style AT",1244000,25552,Petrol,Automatic,Ahmedabad,Sedan,2022,19
"2016 Honda Amaze SX i VTEC",430999,55884,Petrol,Manual,Ahmedabad,Sedan,2016,25
"2014 Maruti Swift Dzire VXI CNG",386000,64817,CNG,Manual,Ahmedabad,Sedan,2014,11
"2021 Honda Amaze VX i-VTEC",683000,37953,Petrol,Manual,Ahmedabad,Sedan,2021,23
"2013 Honda Amaze S i-VTEC",336000,102471,Petrol,Manual,Ahmedabad,Sedan,2013,25
"2022 Skoda Octavia 1.8 TSI AT L K",2304000,35747,Petrol,Automatic,Ahmedabad,Sedan,2022,23
"2017 Volkswagen Vento Petrol Highline AT",637000,49706,Petrol,Automatic,Ahmedabad,Sedan,2017,12
"2018 BMW 3 Series GT Luxury Line",1975000,50000,Diesel,Automatic,Ahmedabad,Sedan,2018,10
"2019 Ford Aspire 1.2 Ti-VCT Titanium",470000,56215,Petrol,Manual,Ahmedabad,Sedan,2019,29
"2017 Honda City SV MT",589000,74773,Petrol,Manual,Ahmedabad,Sedan,2017,11
"2016 Maruti Ciaz ZXi",478000,94826,Petrol,Manual,Ahmedabad,Sedan,2016,11
"2013 Hyundai Verna 1.6 CRDi SX",455999,91160,Diesel,Manual,Ahmedabad,Sedan,2013,16
"2017 Volkswagen Ameo 1.5 TDI Highline Plus AT",522000,105282,Diesel,Automatic,Ahmedabad,Sedan,2017,16
"2020 Maruti Ciaz Petrol",788000,56216,Diesel,Manual,Ahmedabad,Sedan,2020,26
"2018 Maruti Swift Dzire Tour 1.2 S STD",459999,89000,Petrol,Manual,Ahmedabad,Sedan,2018,25
"2016 Hyundai Verna 1.6 CRDi SX",631000,120633,Diesel,Manual,Ahmedabad,Sedan,2016,15
"2021 Honda City ZX MT",1111000,53935,Petrol,Manual,Ahmedabad,Sedan,2021,20
"2015 Honda City i VTEC CVT SV",570000,60000,Petrol,Automatic,Ahmedabad,Sedan,2015,21
"2022 Tata Tigor XM BSVI",540000,20000,Petrol,Manual,Ahmedabad,Sedan,2022,16
"2015 Audi A3 40 TFSI Premium Plus",1200000,90000,Petrol,Automatic,Ahmedabad,Sedan,2015,10
"2020 Skoda Rapid 1.0 TSI Ambition AT",650000,70000,Petrol,Automatic,Ahmedabad,Sedan,2020,21
"2019 Mercedes-Benz E-Class Exclusive E 220 d BSIV",5000000,120000,Diesel,Automatic,Ahmedabad,Sedan,2019,16
"2015 Maruti Ciaz 1.4 Sigma",370000,70000,Petrol,Manual,Ahmedabad,Sedan,2015,13
"2018 Ford Aspire Titanium Blu",340000,30000,Petrol,Manual,Ahmedabad,Sedan,2018,8
"2011 Honda City 1.5 S MT",180000,100000,Petrol,Manual,Ahmedabad,Sedan,2011,21
"2019 Mercedes-Benz E-Class Exclusive E 220 d BSIV",4300000,120000,Diesel,Automatic,Ahmedabad,Sedan,2019,26
"2023 Skoda Slavia 1.0 TSI Style BSVI",1150000,30000,Petrol,Manual,Ahmedabad,Sedan,2023,10
"2020 Maruti Swift Dzire VXI 1.2",650000,16100,Petrol,Manual,Ahmedabad,Sedan,2020,13
"2016 Honda City i DTec V",436000,160000,Diesel,Manual,Ahmedabad,Sedan,2016,31
"2018 Honda Amaze S Option i-VTEC",550000,114000,Petrol,Manual,Ahmedabad,Sedan,2018,9
"2016 Maruti Ciaz ZDi Plus SHVS",420000,160000,Diesel,Manual,Ahmedabad,Sedan,2016,19
"2019 Volvo S90 D4 Inscription",4011000,30000,Diesel,Automatic,Ahmedabad,Sedan,2019,14
"2016 Maruti Swift Dzire LDI",355000,120000,Diesel,Manual,Ahmedabad,Sedan,2016,30
"2015 Hyundai Xcent 1.2 Kappa S",308000,80000,Petrol,Manual,Ahmedabad,Sedan,2015,27
"2016 Mercedes-Benz CLA 200 Sport Edition",2000000,60000,Petrol,Automatic,Ahmedabad,Sedan,2016,15
"2021 Maruti Swift Dzire VXI BSVI",560000,40000,Petrol,Manual,Ahmedabad,Sedan,2021,12
"2017 Maruti Ciaz ZDi Plus SHVS",400000,160000,Diesel,Manual,Ahmedabad,Sedan,2017,8
"2017 Maruti Swift Dzire VXI",360000,80000,Petrol,Manual,Ahmedabad,Sedan,2017,22
"2019 Honda Amaze V Petrol BSIV",600000,60000,Petrol,Manual,Ahmedabad,Sedan,2019,31
"2010 Hyundai Verna CRDi SX",140000,150000,Diesel,Manual,Ahmedabad,Sedan,2010,7
"2015 Honda City i DTEC SV",420000,90000,Diesel,Manual,Ahmedabad,Sedan,2015,11
"2016 BMW 5 Series 530d M Sport",3000000,60000,Diesel,Automatic,Ahmedabad,Sedan,2016,27
"2015 Honda City i DTEC E",350000,50000,Diesel,Manual,Ahmedabad,Sedan,2015,22
"2013 Honda Amaze S i-Dtech",295000,60000,Diesel,Manual,Ahmedabad,Sedan,2013,20
"2009 Honda City 1.5 V AT Exclusive",245000,160000,Petrol,Automatic,Ahmedabad,Sedan,2009,28
"2022 Honda Amaze VX CVT Diesel",745000,70000,Diesel,Automatic,Ahmedabad,Sedan,2022,26
"2013 Honda Amaze S i-Vtech",250000,150000,Petrol,Manual,Ahmedabad,Sedan,2013,12
"2016 Volkswagen Ameo 1.5 TDI Highline AT",250000,150000,Diesel,Automatic,Ahmedabad,Sedan,2016,26
"2018 Hyundai Verna VTVT 1.6 SX Option",802000,40000,Petrol,Manual,Ahmedabad,Sedan,2018,11
"2017 Honda City i VTEC V",650000,60000,Petrol,Manual,Ahmedabad,Sedan,2017,20
"2014 Tata Zest Revotron 1.2T XMS",134000,100000,Petrol,Manual,Ahmedabad,Sedan,2014,13
"2016 Maruti Ciaz VDi Plus SHVS",401000,97000,Diesel,Manual,Ahmedabad,Sedan,2016,21
"2017 Volvo S60 D4 Momentum BSIV",1500000,100000,Diesel,Automatic,Ahmedabad,Sedan,2017,11
"2009 Audi A6 3.0 TFSI quattro",600000,80000,Petrol,Automatic,Ahmedabad,Sedan,2009,11
"2016 Maruti Swift Dzire VDI",375000,120000,Diesel,Manual,Ahmedabad,Sedan,2016,17
"2011 Mercedes-Benz E-Class E 250 Elegance",650000,150000,Petrol,Automatic,Ahmedabad,Sedan,2011,17
"2018 Ford Aspire 1.2 Ti-VCT Titanium",330000,80000,Petrol,Manual,Ahmedabad,Sedan,2018,30
"2017 Hyundai Elantra 1.6 SX",600000,120000,Diesel,Manual,Ahmedabad,Sedan,2017,17
"2012 Mercedes-Benz CLA 200 CDI Style",850000,120000,Diesel,Automatic,Ahmedabad,Sedan,2012,11
"2013 BMW 3 Series 320d Luxury Line",700000,80000,Diesel,Automatic,Ahmedabad,Sedan,2013,26
"2011 BMW 3 Series 320i",600000,150000,Petrol,Automatic,Ahmedabad,Sedan,2011,12
"2015 Mercedes-Benz C-Class C 220 CDI Avantgarde",2200000,50000,Diesel,Automatic,Ahmedabad,Sedan,2015,29
"2011 Maruti Swift Dzire VDi",204999,90000,Diesel,Manual,Ahmedabad,Sedan,2011,26
"2013 Hyundai Verna 1.6 CRDi EX AT",250000,120000,Diesel,Automatic,Ahmedabad,Sedan,2013,13
"2023 Maruti Swift Dzire ZXI BSVI",800000,66000,Petrol,Manual,Ahmedabad,Sedan,2023,29
"2014 Renault Fluence E2 D",552000,90000,Diesel,Manual,Ahmedabad,Sedan,2014,26
"2018 Hyundai Verna CRDi 1.6 AT SX Plus",680000,150000,Diesel,Automatic,Ahmedabad,Sedan,2018,9
"2022 Maruti Swift Dzire VXI BSVI",550000,50000,Petrol,Manual,Ahmedabad,Sedan,2022,12
"2017 Mercedes-Benz S-Class S 350 d",4290000,55000,Diesel,Automatic,"New Delhi",Sedan,2017,28
"2014 Mercedes-Benz S-Class S 500 L",4290000,81000,Petrol,Automatic,"New Delhi",Sedan,2014,21
"2014 Mercedes-Benz S-Class S 500 L",4290000,82000,Petrol,Automatic,"New Delhi",Sedan,2014,15
"2016 BMW 7 Series 730Ld Design Pure Excellence CBU",3890000,39000,Diesel,Automatic,"New Delhi",Sedan,2016,30
"2016 BMW 7 Series 730Ld Design Pure Excellence CBU",3890000,40000,Diesel,Automatic,"New Delhi",Sedan,2016,22
"2016 Mercedes-Benz S-Class S 350 d",3890000,61000,Diesel,Automatic,"New Delhi",Sedan,2016,15
"2014 Mercedes-Benz E-Class E 200 CGI",1889999,58000,Petrol,Automatic,"New Delhi",Sedan,2014,28
"2018 BMW 5 Series 530i Sport Line",3790000,61000,Petrol,Automatic,"New Delhi",Sedan,2018,13
"2016 BMW 5 Series 520i Luxury Line",2490000,55000,Petrol,Automatic,"New Delhi",Sedan,2016,27
"2018 BMW 5 Series 520d Sport Line",3390000,39000,Diesel,Automatic,"New Delhi",Sedan,2018,11
"2014 Jaguar XF 3.0 Litre S Premium Luxury",1689999,48000,Diesel,Automatic,"New Delhi",Sedan,2014,18
"2016 Jaguar XJ 2.0L Portfolio",4190000,23000,Petrol,Automatic,"New Delhi",Sedan,2016,28
"2017 Mercedes-Benz CLA 200 CDI Sport",2089999,48000,Diesel,Automatic,"New Delhi",Sedan,2017,28
"2015 Audi A6 35 TDI Premium",1490000,55000,Diesel,Automatic,"New Delhi",Sedan,2015,26
"2016 Mercedes-Benz C-Class C 200 CGI Avantgarde",2590000,66000,Petrol,Automatic,"New Delhi",Sedan,2016,15
"2018 Mercedes-Benz E-Class Exclusive E 220 d BSIV",3500000,68615,Diesel,Automatic,Gurgaon,Sedan,2018,16
"2015 Maruti Swift Dzire VXI 1.2",365000,56232,Petrol,Manual,"New Delhi",Sedan,2015,29
"2025 Mercedes-Benz S-Class S450 4Matic",1,5800,Petrol,Automatic,"New Delhi",Sedan,2025,16
"2022 Honda Amaze 2nd Gen VX CVT BSVI",790000,22120,Petrol,Automatic,"New Delhi",Sedan,2022,9
"2023 Mercedes-Benz A-Class Limousine A 200d BSVI",3950000,8500,Diesel,Automatic,"New Delhi",Sedan,2023,17
"2024 Hyundai Verna SX IVT",1490000,4000,Petrol,Automatic,"New Delhi",Sedan,2024,28
"2023 Honda Amaze 2nd Gen VX CVT",890000,17900,Petrol,Automatic,"New Delhi",Sedan,2023,31
"2023 Honda Amaze VX CVT BSVI",810000,30386,Petrol,Automatic,Ghaziabad,Sedan,2023,14
N/A,NULL,0,Unknown,Unknown,"Delhi NCR",Sedan,N/A,23
"2016 Honda Amaze 2nd Gen S",419000,51754,Petrol,Manual,Noida,Sedan,2016,13
"2020 Mercedes-Benz E-Class Exclusive E 200 BSIV",4450000,42000,Petrol,Automatic,"New Delhi",Sedan,2020,16
"2014 Honda Amaze 2nd Gen E",309000,41861,Petrol,Manual,Gurgaon,Sedan,2014,11
"2023 Honda Amaze 2nd Gen VX CVT",878999,10300,Petrol,Automatic,"New Delhi",Sedan,2023,24
"2022 Honda Amaze 2nd Gen VX CVT BSVI",690000,23417,Petrol,Automatic,Ghaziabad,Sedan,2022,7
"2015 Hyundai Elantra CRDi SX",378000,160000,Diesel,Manual,"New Delhi",Sedan,2015,31
"2022 Mercedes-Benz AMG C 63 Coupe",5300000,2600,Petrol,Automatic,"New Delhi",Sedan,2022,28
"2022 Honda Amaze 2nd Gen VX CVT BSVI",775000,13000,Petrol,Automatic,"New Delhi",Sedan,2022,17
"2013 Honda City V AT",380000,74000,Petrol,Automatic,"New Delhi",Sedan,2013,18
"2018 Audi A4 35 TDI Technology",1950000,60000,Diesel,Automatic,"New Delhi",Sedan,2018,9
"2015 Audi A4 35 TFSi Premium",1650000,14000,Petrol,Automatic,"New Delhi",Sedan,2015,7
"2015 Hyundai Xcent Petrol",385000,62206,Petrol,Manual,"New Delhi",Sedan,2015,26
"2019 Maruti Swift Dzire VXI 1.2",495000,48000,Petrol,Manual,Faridabad,Sedan,2019,28
"2017 Tata Tigor 1.05 Revotorq XZ Option",245000,48000,Diesel,Manual,"New Delhi",Sedan,2017,29
"2012 Hyundai Verna 1.6 VTVT SX",389000,50539,Petrol,Manual,Gurgaon,Sedan,2012,30
"2013 Honda City V AT",380000,74000,Petrol,Automatic,"New Delhi",Sedan,2013,8
"2015 Audi A4 35 TFSi Premium",1650000,14000,Petrol,Automatic,"New Delhi",Sedan,2015,17
"2019 BMW 5 Series 530i M Sport",4200000,34899,Petrol,Automatic,Gurgaon,Sedan,2019,7
"2013 Honda City i VTEC S",355000,59000,Petrol,Manual,Noida,Sedan,2013,26
"2015 Hyundai Xcent Petrol",385000,62206,Petrol,Manual,"New Delhi",Sedan,2015,30
"2013 Honda City i VTEC V",315000,88000,Petrol,Manual,Gurgaon,Sedan,2013,13
"2015 Maruti Swift Dzire VXI",368000,72075,Petrol,Manual,"New Delhi",Sedan,2015,18
"2023 Honda Amaze VX CVT BSVI",810000,30386,Petrol,Automatic,Ghaziabad,Sedan,2023,22
"2014 Honda Amaze S i-VTEC",345000,49002,Petrol,Manual,Gurgaon,Sedan,2014,24
"2023 Audi A6 45 TFSI Technology BSVI",5400000,10000,Petrol,Automatic,"New Delhi",Sedan,2023,24
"2022 Honda City V MT",1025000,32000,Petrol,Manual,"New Delhi",Sedan,2022,15
"2014 Maruti Swift Dzire ZXI",375000,44000,Petrol,Manual,"New Delhi",Sedan,2014,21
"2024 Toyota Camry 2.5 Hybrid",975000,70000,Petrol,Automatic,Faridabad,Sedan,2024,29
"2024 Mercedes-Benz S-Class S 350d BSVI",1,1100,Diesel,Automatic,"New Delhi",Sedan,2024,24
"2018 BMW 5 Series 520d Luxury Line",3600000,32569,Diesel,Automatic,Gurgaon,Sedan,2018,29
"2024 Toyota Camry 2.5 Hybrid BSVI",4150000,4100,Petrol,Automatic,"New Delhi",Sedan,2024,14
"2022 Honda Amaze 2nd Gen S BSVI",725000,30000,Petrol,Manual,"New Delhi",Sedan,2022,26
"2023 Honda Amaze S BSVI",697000,20711,Petrol,Manual,Ghaziabad,Sedan,2023,7
"2016 Mercedes-Benz C-Class C 220 CDI Style",1625000,65000,Diesel,Automatic,"New Delhi",Sedan,2016,25
"2015 Honda Amaze E i-Vtech",360000,48000,Petrol,Manual,Ghaziabad,Sedan,2015,23
"2012 Hyundai Verna 1.6 VTVT SX",420000,32907,Petrol,Manual,Ghaziabad,Sedan,2012,7
"2017 Honda Amaze 2nd Gen S",401999,72582,Petrol,Manual,Ghaziabad,Sedan,2017,12
"2019 BMW 6 Series GT 630d Luxury Line",3495000,65000,Diesel,Automatic,"New Delhi",Sedan,2019,30
"2015 Honda Amaze S i-Vtech",335000,56950,Petrol,Manual,"New Delhi",Sedan,2015,7
"2016 Honda City i VTEC VX",585000,52000,Petrol,Manual,"New Delhi",Sedan,2016,14
"2023 Honda Amaze VX i-VTEC",852999,11699,Petrol,Manual,Gurgaon,Sedan,2023,19
"2018 BMW 5 Series 520d Luxury Line",2621000,70000,Diesel,Automatic,"New Delhi",Sedan,2018,20
"2023 Maruti Dzire ZXI Plus",816000,5054,Petrol,Manual,Ghaziabad,Sedan,2023,13
"2018 BMW 5 Series 520d Luxury Line",2950000,35000,Diesel,Automatic,"New Delhi",Sedan,2018,23
"2014 Honda Amaze 2nd Gen E",297000,38959,Petrol,Manual,"New Delhi",Sedan,2014,19
"2019 BMW 3 Series 320d Luxury Line",3300000,45522,Diesel,Automatic,Gurgaon,Sedan,2019,19
"2016 Volkswagen Ameo Cup Edition Comfortline",347000,118612,Petrol,Manual,Ghaziabad,Sedan,2016,8
"2019 BMW 5 Series 520d Luxury Line",3499000,35500,Diesel,Automatic,"New Delhi",Sedan,2019,24
"2022 Skoda Slavia 1.0 TSI Active",942000,15287,Petrol,Manual,Gurgaon,Sedan,2022,16
"2018 Mercedes-Benz E-Class Exclusive E 220 d BSIV",3200000,50920,Diesel,Automatic,Gurgaon,Sedan,2018,28
"2022 Volkswagen Virtus GT Plus DSG BSVI",1599000,17500,Petrol,Automatic,"New Delhi",Sedan,2022,10
"2013 Honda Amaze S i-VTEC",277000,73471,Petrol,Manual,Gurgaon,Sedan,2013,7
"2022 Tata Tigor XZ Plus CNG BSVI",595000,31000,CNG,Manual,Faridabad,Sedan,2022,25
"2017 Skoda Superb LK 2.0 TDI AT",1275000,67000,Diesel,Automatic,Gurgaon,Sedan,2017,22
"2013 Hyundai Verna 1.6 EX VTVT",363000,96900,Petrol,Manual,Ghaziabad,Sedan,2013,30
"2022 Skoda Slavia 1.0 TSI Active BSVI",990000,19000,Petrol,Manual,Faridabad,Sedan,2022,25
"2012 Maruti Swift Dzire VXI CNG",277000,74677,CNG,Manual,Ghaziabad,Sedan,2012,30
"2017 Mercedes-Benz C-Class Progressive C 220d",2050000,57000,Diesel,Automatic,"New Delhi",Sedan,2017,20
"2021 Mercedes-Benz E-Class Exclusive E 220d BSVI",5290000,37000,Diesel,Automatic,"New Delhi",Sedan,2021,27
"2013 Honda City 1.5 V MT",372000,78062,Petrol,Manual,Gurgaon,Sedan,2013,18
"2017 Honda Amaze S CVT i-VTEC",425000,48000,Petrol,Automatic,"New Delhi",Sedan,2017,29
"2018 Mercedes-Benz C-Class C 220 CDI Sport Edition",2500000,42000,Diesel,Automatic,"New Delhi",Sedan,2018,7
"2023 Audi A6 45 TFSI Technology",5200000,9000,Petrol,Automatic,"New Delhi",Sedan,2023,17
"2023 Audi A6 45 TFSI Technology BSVI",5300000,6000,Petrol,Automatic,"New Delhi",Sedan,2023,8
"2014 Hyundai Xcent Petrol",329000,97658,Petrol,Manual,Gurgaon,Sedan,2014,31
"2018 Hyundai Verna CRDi 1.6 SX",755000,74000,Diesel,Manual,"New Delhi",Sedan,2018,27
"2016 Honda City i VTEC VX",599000,79682,Petrol,Manual,"New Delhi",Sedan,2016,10
"2017 Maruti Ciaz 1.3 Zeta",625000,43000,Diesel,Manual,"New Delhi",Sedan,2017,11
"2023 Honda Amaze 2nd Gen VX CVT",900000,11100,Petrol,Automatic,"New Delhi",Sedan,2023,20
"2020 Mercedes-Benz E-Class Expression E 220d",4500000,25000,Diesel,Automatic,Gurgaon,Sedan,2020,11
"2019 Mercedes-Benz C-Class Progressive C 200",3595000,32958,Petrol,Automatic,Gurgaon,Sedan,2019,11
"2013 Maruti Swift Dzire VXI CNG",344000,58201,CNG,Manual,Ghaziabad,Sedan,2013,16
"2015 Honda City i VTEC CVT VX",599000,38000,Petrol,Automatic,"New Delhi",Sedan,2015,17
"2021 Lexus ES 300h Luxury 2020-2022",5000000,44404,Petrol,Automatic,Gurgaon,Sedan,2021,30
"2013 Honda City 1.5 S AT",339000,80435,Petrol,Automatic,Ghaziabad,Sedan,2013,18
"2017 Mercedes-Benz E-Class E250 Edition E",1825000,50000,Diesel,Automatic,"New Delhi",Sedan,2017,17
"2017 Honda Amaze S Option CVT i-VTEC",425000,77000,Petrol,Automatic,"New Delhi",Sedan,2017,24
"2014 Mercedes-Benz S-Class S 500",3550000,70000,Petrol,Automatic,"New Delhi",Sedan,2014,13
"2016 Maruti Swift Dzire ZXi",476999,39682,Petrol,Manual,Ghaziabad,Sedan,2016,13
"2023 Skoda Slavia 1.0 TSI Ambition AT",1350000,11826,Petrol,Automatic,"New Delhi",Sedan,2023,20
"2023 Audi A6 45 TFSI Technology BSVI",5675000,6000,Petrol,Automatic,"New Delhi",Sedan,2023,31
"2011 Mercedes-Benz CLS-Class 350 BE",1800000,80000,Petrol,Automatic,"New Delhi",Sedan,2011,10
"2015 Hyundai Verna 1.6 VTVT AT S",543000,53561,Petrol,Automatic,Noida,Sedan,2015,27
"2017 Honda City V CVT",665000,55000,Petrol,Automatic,Noida,Sedan,2017,22
"2020 Honda Amaze S Petrol",550000,51000,Petrol,Manual,Noida,Sedan,2020,22
"2016 Jaguar XJ 2.0L Portfolio",3700000,31000,Petrol,Automatic,"New Delhi",Sedan,2016,13
"2016 Maruti Ciaz ZXi",579000,47928,Petrol,Manual,Noida,Sedan,2016,18
"2017 Honda City i VTEC V",675000,62000,Petrol,Manual,"New Delhi",Sedan,2017,19
"2017 Honda Amaze S i-VTEC",390000,66222,Petrol,Manual,"New Delhi",Sedan,2017,9
"2019 BMW 3 Series 320d Luxury Line",2600000,51000,Diesel,Automatic,"New Delhi",Sedan,2019,9
"2016 Honda Amaze 2nd Gen VX",401000,124637,Petrol,Manual,Noida,Sedan,2016,10
"2015 Maruti Ciaz ZXi",539000,58847,Petrol,Manual,Noida,Sedan,2015,17
"2018 Mercedes-Benz C-Class Prime C 200",2950000,26000,Petrol,Automatic,"New Delhi",Sedan,2018,22
"2017 Mercedes-Benz E-Class E 220D",2525000,63000,Diesel,Automatic,"New Delhi",Sedan,2017,27
"2021 BMW 5 Series 520d Luxury Line",4675000,44123,Diesel,Automatic,"New Delhi",Sedan,2021,15
"2011 Honda City V MT Diesel",308000,57111,Diesel,Manual,Ghaziabad,Sedan,2011,12
"2014 Honda Amaze SX i-VTEC",316000,52744,Petrol,Manual,Noida,Sedan,2014,8
"2022 BMW 3 Series 320d Luxury Line",4400000,37000,Diesel,Automatic,Gurgaon,Sedan,2022,22
"2023 Hyundai Verna SX IVT",1400000,33450,Petrol,Automatic,"New Delhi",Sedan,2023,29
"2013 Honda City 1.5 V MT",345000,112901,Petrol,Manual,Gurgaon,Sedan,2013,21
"2022 Tata Tigor 1.2 Revotron XZ",646000,41654,Petrol,Manual,Gurgaon,Sedan,2022,13
"2016 Mercedes-Benz S-Class S400",4800000,57000,Petrol,Automatic,"New Delhi",Sedan,2016,23
"2016 Honda City i VTEC V",600000,71000,Petrol,Manual,"New Delhi",Sedan,2016,16
"2016 Hyundai Verna 1.6 VTVT AT SX",532000,54205,Petrol,Automatic,Ghaziabad,Sedan,2016,30
"2015 Honda Amaze S i-Vtech",350000,46000,Petrol,Manual,"New Delhi",Sedan,2015,20
"2013 Maruti Swift Dzire VXI",290000,64000,Petrol,Manual,Ghaziabad,Sedan,2013,30
"2017 Maruti Swift Dzire VXI 1.2",540000,42500,Petrol,Manual,"New Delhi",Sedan,2017,9
"2016 Honda Amaze E i-VTEC",380000,80000,Petrol,Manual,"New Delhi",Sedan,2016,23
"2015 Honda City i VTEC CVT VX",525000,69000,Petrol,Automatic,"New Delhi",Sedan,2015,8
"2019 BMW 5 Series 520d Luxury Line",3150000,39000,Diesel,Automatic,"New Delhi",Sedan,2019,11
"2019 BMW 5 Series 530i M Sport",4500000,35500,Petrol,Automatic,"New Delhi",Sedan,2019,27
"2015 Honda City VX MT",649000,22551,Petrol,Manual,Ghaziabad,Sedan,2015,21
"2016 Maruti Ciaz AT ZXi",600000,42835,Petrol,Automatic,Gurgaon,Sedan,2016,16
"2020 Mercedes-Benz C-Class Progressive C 220d",3850000,15000,Diesel,Automatic,"New Delhi",Sedan,2020,9
"2019 Mercedes-Benz S-Class Maybach S650",1,45000,Petrol,Automatic,Gurgaon,Sedan,2019,19
"2013 Maruti Swift Dzire VXI",275000,89150,Petrol,Manual,Ghaziabad,Sedan,2013,8
"2014 Maruti Swift Dzire VXI",344000,108596,Petrol,Manual,Noida,Sedan,2014,29
"2016 Honda Amaze S Option i-DTEC",285000,59000,Diesel,Manual,"New Delhi",Sedan,2016,15
"2023 Mercedes-Benz E-Class Exclusive E 220d",5900000,13000,Diesel,Automatic,"New Delhi",Sedan,2023,30
"2016 Honda Amaze S i-Vtech",375000,54000,Petrol,Manual,"New Delhi",Sedan,2016,25
"2019 BMW 3 Series GT Luxury Line",2600000,49500,Diesel,Automatic,"New Delhi",Sedan,2019,29
"2017 BMW 5 Series 530i M Sport",2990000,44000,Petrol,Automatic,"New Delhi",Sedan,2017,11
"2018 Mercedes-Benz C-Class C 220 CDI Avantgarde",2400000,43000,Diesel,Automatic,Gurgaon,Sedan,2018,11
"2015 Volkswagen Vento 1.2 Highline Plus AT 16 Alloy",475000,70000,Petrol,Automatic,"New Delhi",Sedan,2015,17
"2013 Hyundai Verna 1.6 SX VTVT",380000,75000,Petrol,Manual,Faridabad,Sedan,2013,19
"2020 Honda City V MT",869999,68631,Petrol,Manual,Noida,Sedan,2020,15
"2018 Volvo S60 D4 Momentum BSIV",1989999,40000,Diesel,Automatic,"New Delhi",Sedan,2018,12
"2022 Tata Tigor 1.2 Revotron XTA",542000,9739,Petrol,Automatic,Gurgaon,Sedan,2022,30
"2016 Jaguar XF 2.0 Diesel Prestige",1700000,59000,Diesel,Automatic,Gurgaon,Sedan,2016,11
"2017 Bentley Flying Spur V8",1,21000,Petrol,Automatic,"New Delhi",Sedan,2017,31
"2019 Hyundai Verna 1.6 VTVT SX",851000,34979,Petrol,Manual,Ghaziabad,Sedan,2019,18
"2014 Honda City i VTEC E",550000,66000,Petrol,Manual,"New Delhi",Sedan,2014,13
"2023 Tata Tigor XM CNG",645000,43000,CNG,Manual,"New Delhi",Sedan,2023,29
"2016 Maruti Swift Dzire LXI Option",395000,50000,Petrol,Manual,Noida,Sedan,2016,25
"2015 Honda City i VTEC SV",525000,54000,Petrol,Manual,"New Delhi",Sedan,2015,7
"2017 Honda Amaze S Petrol BSIV",415000,49516,Petrol,Manual,Noida,Sedan,2017,27
"2017 Toyota Corolla Altis 1.8 VL CVT",1324000,25000,Petrol,Automatic,"New Delhi",Sedan,2017,8
"2014 Mercedes-Benz C-Class C 220 CDI Sport Edition",975000,73000,Diesel,Automatic,"New Delhi",Sedan,2014,28
"2015 Honda City i VTEC CVT VX",599000,61000,Petrol,Automatic,"New Delhi",Sedan,2015,11
"2014 Skoda Octavia Active 1.4 TSI MT",484999,75000,Petrol,Manual,Gurgaon,Sedan,2014,14
"2014 Honda Amaze S AT i-Vtech",385000,86000,Petrol,Automatic,Noida,Sedan,2014,30
"2023 Volkswagen Virtus Comfortline",1050000,12000,Petrol,Manual,"New Delhi",Sedan,2023,26
"2017 Honda Amaze S i-VTEC",415000,30100,Petrol,Manual,"New Delhi",Sedan,2017,8
"2017 BMW 7 Series 740Li DPE Signature",5200000,69000,Petrol,Automatic,"New Delhi",Sedan,2017,29
"2019 Tata Tigor XZ Plus",525000,68000,Petrol,Manual,Ghaziabad,Sedan,2019,17
